date,product_id,store_id,promotion_percent,promotion_type,promotion_reason
2021-01-01,P0055,CP002,15,Loyalty,New Arrival
2021-01-01,P0402,CP005,15,Loyalty,New Arrival
2021-01-01,P0544,CP003,15,Loyalty,New Arrival
2021-01-01,P0971,CP005,10,Loyalty,New Arrival
2021-01-01,P0171,CP001,10,Loyalty,New Arrival
2021-01-01,P0715,CP005,10,Loyalty,New Arrival
2021-01-01,P0049,CP006,10,Loyalty,New Arrival
2021-01-01,P0117,CP005,15,Loyalty,New Arrival
2021-01-01,P0782,CP007,15,Loyalty,New Arrival
2021-01-01,P0213,CP002,10,Loyalty,New Arrival
2021-01-01,P0659,CP007,10,Loyalty,New Arrival
2021-01-01,P0844,CP006,15,Loyalty,New Arrival
2021-01-01,P0014,CP005,10,Loyalty,New Arrival
2021-01-01,P0512,CP005,10,Loyalty,New Arrival
2021-01-01,P0437,CP005,15,Loyalty,New Arrival
2021-01-01,P0506,CP006,10,Loyalty,New Arrival
2021-01-01,P0357,CP002,10,Loyalty,New Arrival
2021-01-01,P0194,CP008,10,Loyalty,New Arrival
2021-01-02,P0328,CP003,15,Loyalty,New Arrival
2021-01-02,P0319,CP003,15,Loyalty,New Arrival
2021-01-02,P0851,CP001,15,Loyalty,New Arrival
2021-01-02,P0652,CP007,10,Loyalty,New Arrival
2021-01-02,P0138,CP004,15,Loyalty,New Arrival
2021-01-02,P0308,CP007,10,Loyalty,New Arrival
2021-01-02,P0859,CP004,15,Loyalty,New Arrival
2021-01-02,P0333,CP004,10,Loyalty,New Arrival
2021-01-02,P0096,CP005,10,Loyalty,New Arrival
2021-01-02,P0701,CP008,15,Loyalty,New Arrival
2021-01-02,P0649,CP002,15,Loyalty,New Arrival
2021-01-02,P0639,CP007,15,Loyalty,New Arrival
2021-01-02,P0058,CP001,15,Loyalty,New Arrival
2021-01-02,P0521,CP006,15,Loyalty,New Arrival
2021-01-02,P0932,CP003,15,Loyalty,New Arrival
2021-01-02,P0845,CP004,10,Loyalty,New Arrival
2021-01-02,P0184,CP007,10,Loyalty,New Arrival
2021-01-02,P0395,CP006,15,Loyalty,New Arrival
2021-01-02,P0881,CP001,15,Loyalty,New Arrival
2021-01-02,P0078,CP005,10,Loyalty,New Arrival
2021-01-02,P0684,CP006,10,Loyalty,New Arrival
2021-01-02,P0924,CP006,10,Loyalty,New Arrival
2021-01-02,P0842,CP006,15,Loyalty,New Arrival
2021-01-02,P0799,CP008,10,Loyalty,New Arrival
2021-01-02,P0073,CP004,15,Loyalty,New Arrival
2021-01-02,P0028,CP007,15,Loyalty,New Arrival
2021-01-02,P0659,CP006,10,Loyalty,New Arrival
2021-01-02,P0205,CP006,10,Loyalty,New Arrival
2021-01-02,P0326,CP008,15,Loyalty,New Arrival
2021-01-02,P0393,CP006,10,Loyalty,New Arrival
2021-01-02,P0632,CP005,15,Loyalty,New Arrival
2021-01-02,P0274,CP002,10,Loyalty,New Arrival
2021-01-02,P0186,CP001,10,Loyalty,New Arrival
2021-01-02,P0768,CP006,15,Loyalty,New Arrival
2021-01-02,P0592,CP003,15,Loyalty,New Arrival
2021-01-02,P0608,CP004,15,Loyalty,New Arrival
2021-01-02,P0180,CP005,15,Loyalty,New Arrival
2021-01-02,P0037,CP007,15,Loyalty,New Arrival
2021-01-02,P0650,CP007,15,Loyalty,New Arrival
2021-01-02,P0980,CP005,15,Loyalty,New Arrival
2021-01-02,P0179,CP001,15,Loyalty,New Arrival
2021-01-02,P0248,CP002,15,Loyalty,New Arrival
2021-01-02,P0492,CP001,15,Loyalty,New Arrival
2021-01-02,P0392,CP001,10,Loyalty,New Arrival
2021-01-02,P0729,CP005,15,Loyalty,New Arrival
2021-01-02,P0391,CP002,10,Loyalty,New Arrival
2021-01-02,P0444,CP001,10,Loyalty,New Arrival
2021-01-02,P0598,CP005,15,Loyalty,New Arrival
2021-01-02,P0680,CP002,15,Loyalty,New Arrival
2021-01-02,P0960,CP007,15,Loyalty,New Arrival
2021-01-02,P0434,CP006,15,Loyalty,New Arrival
2021-01-02,P0615,CP007,15,Loyalty,New Arrival
2021-01-02,P0178,CP001,15,Loyalty,New Arrival
2021-01-02,P0794,CP002,15,Loyalty,New Arrival
2021-01-02,P0172,CP001,10,Loyalty,New Arrival
2021-01-02,P0584,CP007,15,Loyalty,New Arrival
2021-01-02,P0356,CP005,15,Loyalty,New Arrival
2021-01-02,P0240,CP003,10,Loyalty,New Arrival
2021-01-02,P0238,CP005,10,Loyalty,New Arrival
2021-01-02,P0551,CP006,15,Loyalty,New Arrival
2021-01-02,P0583,CP006,10,Loyalty,New Arrival
2021-01-02,P0257,CP005,15,Loyalty,New Arrival
2021-01-02,P0855,CP001,15,Loyalty,New Arrival
2021-01-02,P0067,CP007,15,Loyalty,New Arrival
2021-01-02,P0641,CP004,15,Loyalty,New Arrival
2021-01-02,P0843,CP006,15,Loyalty,New Arrival
2021-01-02,P0555,CP001,10,Loyalty,New Arrival
2021-01-02,P0802,CP005,10,Loyalty,New Arrival
2021-01-02,P0773,CP007,10,Loyalty,New Arrival
2021-01-02,P0197,CP008,10,Loyalty,New Arrival
2021-01-02,P0624,CP006,15,Loyalty,New Arrival
2021-01-02,P0694,CP002,15,Loyalty,New Arrival
2021-01-02,P0017,CP001,10,Loyalty,New Arrival
2021-01-02,P0856,CP006,10,Loyalty,New Arrival
2021-01-02,P0637,CP004,15,Loyalty,New Arrival
2021-01-02,P0813,CP008,15,Loyalty,New Arrival
2021-01-02,P0237,CP003,15,Loyalty,New Arrival
2021-01-02,P0803,CP005,10,Loyalty,New Arrival
2021-01-02,P0814,CP007,10,Loyalty,New Arrival
2021-01-02,P0313,CP005,10,Loyalty,New Arrival
2021-01-03,P0777,CP002,10,Loyalty,New Arrival
2021-01-03,P0767,CP003,10,Loyalty,New Arrival
2021-01-03,P0417,CP004,15,Loyalty,New Arrival
2021-01-03,P0881,CP008,15,Loyalty,New Arrival
2021-01-03,P0573,CP002,15,Loyalty,New Arrival
2021-01-03,P0890,CP001,15,Loyalty,New Arrival
2021-01-03,P0054,CP004,10,Loyalty,New Arrival
2021-01-03,P0688,CP008,15,Loyalty,New Arrival
2021-01-03,P0395,CP005,15,Loyalty,New Arrival
2021-01-03,P0201,CP008,15,Loyalty,New Arrival
2021-01-03,P0331,CP007,10,Loyalty,New Arrival
2021-01-03,P0525,CP007,10,Loyalty,New Arrival
2021-01-03,P0360,CP007,10,Loyalty,New Arrival
2021-01-03,P0227,CP007,15,Loyalty,New Arrival
2021-01-03,P0020,CP006,10,Loyalty,New Arrival
2021-01-03,P0738,CP008,15,Loyalty,New Arrival
2021-01-03,P0861,CP005,15,Loyalty,New Arrival
2021-01-03,P0087,CP006,15,Loyalty,New Arrival
2021-01-03,P0023,CP005,10,Loyalty,New Arrival
2021-01-03,P0789,CP005,15,Loyalty,New Arrival
2021-01-03,P0082,CP003,15,Loyalty,New Arrival
2021-01-03,P0871,CP004,15,Loyalty,New Arrival
2021-01-03,P0783,CP008,15,Loyalty,New Arrival
2021-01-03,P0145,CP001,10,Loyalty,New Arrival
2021-01-03,P0450,CP008,15,Loyalty,New Arrival
2021-01-03,P0563,CP008,15,Loyalty,New Arrival
2021-01-03,P0592,CP008,15,Loyalty,New Arrival
2021-01-03,P0387,CP001,15,Loyalty,New Arrival
2021-01-03,P0616,CP003,10,Loyalty,New Arrival
2021-01-03,P0342,CP008,15,Loyalty,New Arrival
2021-01-03,P0991,CP008,15,Loyalty,New Arrival
2021-01-03,P0826,CP002,15,Loyalty,New Arrival
2021-01-03,P0626,CP008,15,Loyalty,New Arrival
2021-01-03,P0665,CP004,15,Loyalty,New Arrival
2021-01-03,P0214,CP002,10,Loyalty,New Arrival
2021-01-03,P0002,CP006,15,Loyalty,New Arrival
2021-01-03,P0778,CP004,10,Loyalty,New Arrival
2021-01-03,P0302,CP001,10,Loyalty,New Arrival
2021-01-03,P0659,CP001,10,Loyalty,New Arrival
2021-01-03,P0943,CP005,10,Loyalty,New Arrival
2021-01-03,P0516,CP007,15,Loyalty,New Arrival
2021-01-03,P0378,CP007,15,Loyalty,New Arrival
2021-01-03,P0151,CP003,10,Loyalty,New Arrival
2021-01-03,P0929,CP005,15,Loyalty,New Arrival
2021-01-03,P0926,CP006,10,Loyalty,New Arrival
2021-01-03,P0726,CP006,15,Loyalty,New Arrival
2021-01-03,P0502,CP006,10,Loyalty,New Arrival
2021-01-03,P0471,CP006,10,Loyalty,New Arrival
2021-01-03,P0359,CP004,10,Loyalty,New Arrival
2021-01-03,P0537,CP007,15,Loyalty,New Arrival
2021-01-03,P0386,CP001,10,Loyalty,New Arrival
2021-01-03,P0487,CP001,15,Loyalty,New Arrival
2021-01-03,P0050,CP008,10,Loyalty,New Arrival
2021-01-03,P0913,CP002,10,Loyalty,New Arrival
2021-01-03,P0222,CP001,10,Loyalty,New Arrival
2021-01-03,P0397,CP005,15,Loyalty,New Arrival
2021-01-03,P0336,CP007,10,Loyalty,New Arrival
2021-01-03,P0425,CP002,15,Loyalty,New Arrival
2021-01-03,P0053,CP006,10,Loyalty,New Arrival
2021-01-03,P0969,CP002,10,Loyalty,New Arrival
2021-01-03,P0199,CP006,10,Loyalty,New Arrival
2021-01-03,P0766,CP008,15,Loyalty,New Arrival
2021-01-03,P0433,CP007,15,Loyalty,New Arrival
2021-01-03,P0221,CP002,15,Loyalty,New Arrival
2021-01-03,P0260,CP005,15,Loyalty,New Arrival
2021-01-03,P0312,CP008,15,Loyalty,New Arrival
2021-01-03,P0697,CP002,15,Loyalty,New Arrival
2021-01-03,P0289,CP008,10,Loyalty,New Arrival
2021-01-03,P0217,CP005,15,Loyalty,New Arrival
2021-01-03,P0644,CP007,15,Loyalty,New Arrival
2021-01-03,P0610,CP007,10,Loyalty,New Arrival
2021-01-03,P0265,CP001,15,Loyalty,New Arrival
2021-01-03,P0413,CP003,15,Loyalty,New Arrival
2021-01-03,P0521,CP007,15,Loyalty,New Arrival
2021-01-03,P0800,CP006,10,Loyalty,New Arrival
2021-01-03,P0613,CP002,15,Loyalty,New Arrival
2021-01-03,P0757,CP003,10,Loyalty,New Arrival
2021-01-03,P0736,CP004,10,Loyalty,New Arrival
2021-01-03,P0251,CP003,10,Loyalty,New Arrival
2021-01-03,P0239,CP008,15,Loyalty,New Arrival
2021-01-04,P0931,CP005,15,Loyalty,New Arrival
2021-01-04,P0293,CP008,15,Loyalty,New Arrival
2021-01-04,P0876,CP002,10,Loyalty,New Arrival
2021-01-04,P0018,CP002,10,Loyalty,New Arrival
2021-01-04,P0324,CP006,10,Loyalty,New Arrival
2021-01-04,P0285,CP004,10,Loyalty,New Arrival
2021-01-04,P0859,CP003,15,Loyalty,New Arrival
2021-01-04,P0493,CP006,10,Loyalty,New Arrival
2021-01-04,P0697,CP005,15,Loyalty,New Arrival
2021-01-04,P0248,CP006,10,Loyalty,New Arrival
2021-01-04,P0639,CP006,10,Loyalty,New Arrival
2021-01-04,P0548,CP006,10,Loyalty,New Arrival
2021-01-04,P0433,CP002,15,Loyalty,New Arrival
2021-01-04,P0179,CP006,15,Loyalty,New Arrival
2021-01-04,P0937,CP001,15,Loyalty,New Arrival
2021-01-04,P0160,CP002,10,Loyalty,New Arrival
2021-01-04,P0069,CP007,15,Loyalty,New Arrival
2021-01-04,P0260,CP006,10,Loyalty,New Arrival
2021-01-04,P0057,CP007,15,Loyalty,New Arrival
2021-01-04,P0364,CP006,10,Loyalty,New Arrival
2021-01-04,P0222,CP004,10,Loyalty,New Arrival
2021-01-04,P0897,CP002,10,Loyalty,New Arrival
2021-01-04,P0091,CP005,10,Loyalty,New Arrival
2021-01-04,P0545,CP001,10,Loyalty,New Arrival
2021-01-04,P0398,CP004,10,Loyalty,New Arrival
2021-01-04,P0386,CP005,15,Loyalty,New Arrival
2021-01-04,P0034,CP004,15,Loyalty,New Arrival
2021-01-04,P0316,CP003,10,Loyalty,New Arrival
2021-01-04,P0497,CP005,10,Loyalty,New Arrival
2021-01-04,P0315,CP002,15,Loyalty,New Arrival
2021-01-04,P0462,CP008,10,Loyalty,New Arrival
2021-01-04,P0889,CP001,10,Loyalty,New Arrival
2021-01-04,P0250,CP003,10,Loyalty,New Arrival
2021-01-04,P0219,CP006,10,Loyalty,New Arrival
2021-01-04,P0566,CP008,10,Loyalty,New Arrival
2021-01-04,P0605,CP005,10,Loyalty,New Arrival
2021-01-04,P0093,CP002,15,Loyalty,New Arrival
2021-01-04,P0465,CP007,10,Loyalty,New Arrival
2021-01-04,P0751,CP004,10,Loyalty,New Arrival
2021-01-04,P0759,CP002,15,Loyalty,New Arrival
2021-01-04,P0513,CP006,15,Loyalty,New Arrival
2021-01-04,P0348,CP004,10,Loyalty,New Arrival
2021-01-04,P0172,CP002,15,Loyalty,New Arrival
2021-01-04,P0268,CP004,10,Loyalty,New Arrival
2021-01-04,P0467,CP004,10,Loyalty,New Arrival
2021-01-04,P0307,CP005,15,Loyalty,New Arrival
2021-01-04,P0886,CP001,15,Loyalty,New Arrival
2021-01-04,P0310,CP008,10,Loyalty,New Arrival
2021-01-04,P0848,CP002,10,Loyalty,New Arrival
2021-01-04,P0132,CP007,15,Loyalty,New Arrival
2021-01-04,P0003,CP005,15,Loyalty,New Arrival
2021-01-04,P0193,CP006,15,Loyalty,New Arrival
2021-01-04,P0336,CP007,15,Loyalty,New Arrival
2021-01-04,P0621,CP004,15,Loyalty,New Arrival
2021-01-04,P0269,CP006,15,Loyalty,New Arrival
2021-01-04,P0289,CP002,10,Loyalty,New Arrival
2021-01-04,P0106,CP002,10,Loyalty,New Arrival
2021-01-04,P0953,CP007,15,Loyalty,New Arrival
2021-01-04,P0919,CP006,10,Loyalty,New Arrival
2021-01-04,P0765,CP001,15,Loyalty,New Arrival
2021-01-04,P0895,CP005,10,Loyalty,New Arrival
2021-01-04,P0689,CP002,10,Loyalty,New Arrival
2021-01-04,P0171,CP007,10,Loyalty,New Arrival
2021-01-04,P0939,CP007,15,Loyalty,New Arrival
2021-01-04,P0740,CP002,10,Loyalty,New Arrival
2021-01-04,P0232,CP001,10,Loyalty,New Arrival
2021-01-04,P0802,CP003,15,Loyalty,New Arrival
2021-01-04,P0517,CP003,10,Loyalty,New Arrival
2021-01-04,P0661,CP007,10,Loyalty,New Arrival
2021-01-04,P0366,CP007,10,Loyalty,New Arrival
2021-01-04,P0085,CP003,10,Loyalty,New Arrival
2021-01-04,P0551,CP008,15,Loyalty,New Arrival
2021-01-04,P0938,CP007,10,Loyalty,New Arrival
2021-01-04,P0766,CP007,15,Loyalty,New Arrival
2021-01-04,P0699,CP003,10,Loyalty,New Arrival
2021-01-04,P0717,CP004,15,Loyalty,New Arrival
2021-01-04,P0773,CP008,10,Loyalty,New Arrival
2021-01-04,P0881,CP001,10,Loyalty,New Arrival
2021-01-04,P0417,CP006,10,Loyalty,New Arrival
2021-01-04,P0424,CP003,15,Loyalty,New Arrival
2021-01-05,P0505,CP008,15,Loyalty,New Arrival
2021-01-05,P0133,CP008,15,Loyalty,New Arrival
2021-01-05,P0779,CP006,10,Loyalty,New Arrival
2021-01-05,P0136,CP001,15,Loyalty,New Arrival
2021-01-05,P0565,CP002,15,Loyalty,New Arrival
2021-01-05,P0643,CP007,15,Loyalty,New Arrival
2021-01-05,P0467,CP005,10,Loyalty,New Arrival
2021-01-05,P0051,CP001,10,Loyalty,New Arrival
2021-01-05,P0721,CP007,15,Loyalty,New Arrival
2021-01-05,P0207,CP006,15,Loyalty,New Arrival
2021-01-05,P0162,CP003,10,Loyalty,New Arrival
2021-01-05,P0150,CP008,15,Loyalty,New Arrival
2021-01-05,P0032,CP007,15,Loyalty,New Arrival
2021-01-05,P0048,CP007,10,Loyalty,New Arrival
2021-01-05,P0984,CP002,10,Loyalty,New Arrival
2021-01-05,P0661,CP007,10,Loyalty,New Arrival
2021-01-05,P0677,CP007,10,Loyalty,New Arrival
2021-01-05,P0475,CP003,10,Loyalty,New Arrival
2021-01-05,P0935,CP002,10,Loyalty,New Arrival
2021-01-05,P0866,CP004,15,Loyalty,New Arrival
2021-01-05,P0274,CP001,15,Loyalty,New Arrival
2021-01-05,P0573,CP008,15,Loyalty,New Arrival
2021-01-05,P0348,CP008,10,Loyalty,New Arrival
2021-01-05,P0631,CP001,10,Loyalty,New Arrival
2021-01-05,P0506,CP001,10,Loyalty,New Arrival
2021-01-05,P0753,CP006,10,Loyalty,New Arrival
2021-01-05,P0132,CP005,15,Loyalty,New Arrival
2021-01-05,P0261,CP004,10,Loyalty,New Arrival
2021-01-05,P0825,CP005,15,Loyalty,New Arrival
2021-01-05,P0196,CP002,10,Loyalty,New Arrival
2021-01-05,P0570,CP005,15,Loyalty,New Arrival
2021-01-05,P0962,CP001,15,Loyalty,New Arrival
2021-01-05,P0126,CP004,15,Loyalty,New Arrival
2021-01-05,P0149,CP008,10,Loyalty,New Arrival
2021-01-05,P0625,CP004,15,Loyalty,New Arrival
2021-01-05,P0359,CP002,15,Loyalty,New Arrival
2021-01-05,P0091,CP008,10,Loyalty,New Arrival
2021-01-05,P0303,CP001,15,Loyalty,New Arrival
2021-01-05,P0343,CP004,10,Loyalty,New Arrival
2021-01-05,P0191,CP007,15,Loyalty,New Arrival
2021-01-05,P0923,CP001,15,Loyalty,New Arrival
2021-01-05,P0735,CP007,15,Loyalty,New Arrival
2021-01-05,P0831,CP006,15,Loyalty,New Arrival
2021-01-05,P0046,CP003,10,Loyalty,New Arrival
2021-01-05,P0340,CP006,10,Loyalty,New Arrival
2021-01-05,P0694,CP003,10,Loyalty,New Arrival
2021-01-05,P0525,CP001,10,Loyalty,New Arrival
2021-01-05,P0906,CP004,10,Loyalty,New Arrival
2021-01-05,P0948,CP004,15,Loyalty,New Arrival
2021-01-05,P0823,CP004,10,Loyalty,New Arrival
2021-01-05,P0658,CP007,15,Loyalty,New Arrival
2021-01-05,P0024,CP007,15,Loyalty,New Arrival
2021-01-05,P0724,CP007,15,Loyalty,New Arrival
2021-01-05,P0953,CP007,15,Loyalty,New Arrival
2021-01-05,P0151,CP001,15,Loyalty,New Arrival
2021-01-05,P0936,CP005,15,Loyalty,New Arrival
2021-01-05,P0647,CP004,15,Loyalty,New Arrival
2021-01-05,P0971,CP005,15,Loyalty,New Arrival
2021-01-05,P0529,CP006,15,Loyalty,New Arrival
2021-01-05,P0410,CP006,10,Loyalty,New Arrival
2021-01-05,P0017,CP002,10,Loyalty,New Arrival
2021-01-05,P0826,CP006,10,Loyalty,New Arrival
2021-01-05,P0390,CP002,15,Loyalty,New Arrival
2021-01-05,P0045,CP006,15,Loyalty,New Arrival
2021-01-05,P0295,CP006,10,Loyalty,New Arrival
2021-01-05,P0566,CP008,15,Loyalty,New Arrival
2021-01-05,P0030,CP008,15,Loyalty,New Arrival
2021-01-05,P0178,CP002,10,Loyalty,New Arrival
2021-01-05,P0811,CP005,15,Loyalty,New Arrival
2021-01-05,P0958,CP003,15,Loyalty,New Arrival
2021-01-05,P0852,CP008,15,Loyalty,New Arrival
2021-01-05,P0187,CP002,10,Loyalty,New Arrival
2021-01-05,P0269,CP008,15,Loyalty,New Arrival
2021-01-05,P0014,CP005,15,Loyalty,New Arrival
2021-01-05,P0429,CP004,15,Loyalty,New Arrival
2021-01-05,P0802,CP007,15,Loyalty,New Arrival
2021-01-05,P0368,CP006,10,Loyalty,New Arrival
2021-01-05,P0868,CP006,15,Loyalty,New Arrival
2021-01-05,P0308,CP005,10,Loyalty,New Arrival
2021-01-05,P0908,CP007,15,Loyalty,New Arrival
2021-01-06,P0543,CP006,10,Loyalty,New Arrival
2021-01-06,P0614,CP008,10,Loyalty,New Arrival
2021-01-06,P0438,CP006,15,Loyalty,New Arrival
2021-01-06,P0244,CP007,15,Loyalty,New Arrival
2021-01-06,P0958,CP002,15,Loyalty,New Arrival
2021-01-06,P0740,CP006,15,Loyalty,New Arrival
2021-01-06,P0009,CP005,15,Loyalty,New Arrival
2021-01-06,P0936,CP001,15,Loyalty,New Arrival
2021-01-06,P0829,CP004,10,Loyalty,New Arrival
2021-01-06,P0052,CP007,10,Loyalty,New Arrival
2021-01-06,P0580,CP007,15,Loyalty,New Arrival
2021-01-06,P0979,CP005,15,Loyalty,New Arrival
2021-01-06,P0212,CP003,15,Loyalty,New Arrival
2021-01-06,P0360,CP003,10,Loyalty,New Arrival
2021-01-06,P0755,CP006,10,Loyalty,New Arrival
2021-01-06,P0517,CP007,15,Loyalty,New Arrival
2021-01-06,P0838,CP002,10,Loyalty,New Arrival
2021-01-06,P0189,CP003,15,Loyalty,New Arrival
2021-01-06,P0063,CP007,15,Loyalty,New Arrival
2021-01-06,P0856,CP003,15,Loyalty,New Arrival
2021-01-06,P0113,CP001,10,Loyalty,New Arrival
2021-01-06,P0406,CP002,15,Loyalty,New Arrival
2021-01-06,P0804,CP006,10,Loyalty,New Arrival
2021-01-06,P0197,CP004,10,Loyalty,New Arrival
2021-01-06,P0858,CP008,15,Loyalty,New Arrival
2021-01-06,P0039,CP006,15,Loyalty,New Arrival
2021-01-06,P0088,CP003,10,Loyalty,New Arrival
2021-01-06,P0777,CP003,15,Loyalty,New Arrival
2021-01-06,P0336,CP003,15,Loyalty,New Arrival
2021-01-06,P0590,CP005,10,Loyalty,New Arrival
2021-01-06,P0487,CP006,15,Loyalty,New Arrival
2021-01-06,P0668,CP008,15,Loyalty,New Arrival
2021-01-06,P0655,CP005,15,Loyalty,New Arrival
2021-01-06,P0159,CP001,15,Loyalty,New Arrival
2021-01-06,P0177,CP001,15,Loyalty,New Arrival
2021-01-06,P0945,CP006,10,Loyalty,New Arrival
2021-01-06,P0288,CP002,10,Loyalty,New Arrival
2021-01-06,P0149,CP008,15,Loyalty,New Arrival
2021-01-06,P0130,CP006,15,Loyalty,New Arrival
2021-01-06,P0537,CP002,10,Loyalty,New Arrival
2021-01-06,P0778,CP005,15,Loyalty,New Arrival
2021-01-06,P0555,CP002,15,Loyalty,New Arrival
2021-01-06,P0811,CP003,15,Loyalty,New Arrival
2021-01-06,P0763,CP004,10,Loyalty,New Arrival
2021-01-06,P0221,CP007,15,Loyalty,New Arrival
2021-01-06,P0313,CP003,10,Loyalty,New Arrival
2021-01-06,P0791,CP006,15,Loyalty,New Arrival
2021-01-06,P0679,CP005,15,Loyalty,New Arrival
2021-01-06,P0615,CP008,15,Loyalty,New Arrival
2021-01-06,P0172,CP006,15,Loyalty,New Arrival
2021-01-06,P0492,CP006,10,Loyalty,New Arrival
2021-01-06,P0391,CP008,10,Loyalty,New Arrival
2021-01-06,P0421,CP006,15,Loyalty,New Arrival
2021-01-06,P0567,CP005,15,Loyalty,New Arrival
2021-01-06,P0050,CP004,15,Loyalty,New Arrival
2021-01-06,P0582,CP004,15,Loyalty,New Arrival
2021-01-06,P0644,CP008,15,Loyalty,New Arrival
2021-01-06,P0533,CP002,15,Loyalty,New Arrival
2021-01-06,P0785,CP007,10,Loyalty,New Arrival
2021-01-06,P0261,CP003,10,Loyalty,New Arrival
2021-01-06,P0447,CP005,10,Loyalty,New Arrival
2021-01-06,P0671,CP008,15,Loyalty,New Arrival
2021-01-06,P0711,CP004,15,Loyalty,New Arrival
2021-01-06,P0051,CP002,15,Loyalty,New Arrival
2021-01-06,P0978,CP004,15,Loyalty,New Arrival
2021-01-06,P0085,CP008,15,Loyalty,New Arrival
2021-01-06,P0824,CP002,10,Loyalty,New Arrival
2021-01-06,P0649,CP001,10,Loyalty,New Arrival
2021-01-06,P0896,CP002,15,Loyalty,New Arrival
2021-01-06,P0519,CP005,15,Loyalty,New Arrival
2021-01-06,P0995,CP008,10,Loyalty,New Arrival
2021-01-06,P0035,CP005,15,Loyalty,New Arrival
2021-01-06,P0282,CP004,10,Loyalty,New Arrival
2021-01-06,P0813,CP005,15,Loyalty,New Arrival
2021-01-06,P0209,CP003,10,Loyalty,New Arrival
2021-01-06,P0202,CP006,15,Loyalty,New Arrival
2021-01-06,P0932,CP008,15,Loyalty,New Arrival
2021-01-06,P0308,CP007,15,Loyalty,New Arrival
2021-01-06,P0006,CP002,10,Loyalty,New Arrival
2021-01-06,P0074,CP006,15,Loyalty,New Arrival
