date,city,temperature,humidity,rainfall,weather_condition
2021-01-15,Nugegoda,28.5,74,3.7,Drizzle
2021-01-15,Maharagama,27.5,79,21.4,Rainy
2021-01-15,Kandy,25.2,79,0.0,Sunny
2021-01-15,Kirulapane,27.9,75,0.0,Sunny
2021-01-15,Wattala,30.5,74,3.1,Drizzle
2021-01-15,Colombo,28.1,78,0.0,Sunny
2021-01-15,Pelawatte,29.0,73,24.1,Rainy
2021-01-15,Malabe,31.4,79,0.0,Sunny
2021-01-16,Nugegoda,27.0,67,0.0,Sunny
2021-01-16,Maharagama,29.7,77,12.5,Rainy
2021-01-16,Kandy,25.5,69,0.0,Sunny
2021-01-16,Kirulapane,25.4,82,0.0,Sunny
2021-01-16,Wattala,27.3,72,0.0,Sunny
2021-01-16,Colombo,29.4,80,0.0,Sunny
2021-01-16,Pelawatte,28.9,71,0.6,Drizzle
2021-01-16,Malabe,29.3,78,0.7,Drizzle
2021-01-17,Nugegoda,26.3,66,0.0,Sunny
2021-01-17,Maharagama,27.5,80,0.7,Drizzle
2021-01-17,Kandy,26.0,81,0.0,Sunny
2021-01-17,Kirulapane,28.0,73,0.0,Sunny
2021-01-17,Wattala,29.0,69,11.0,Rainy
2021-01-17,Colombo,29.2,74,3.8,Drizzle
2021-01-17,Pelawatte,29.5,71,2.0,Drizzle
2021-01-17,Malabe,28.6,78,39.7,Storm
2021-01-18,Nugegoda,28.6,70,27.9,Rainy
2021-01-18,Maharagama,31.9,76,0.0,Sunny
2021-01-18,Kandy,28.7,70,7.0,Drizzle
2021-01-18,Kirulapane,28.3,78,0.0,Sunny
2021-01-18,Wattala,27.2,71,0.0,Sunny
2021-01-18,Colombo,30.0,64,0.0,Sunny
2021-01-18,Pelawatte,29.0,83,0.0,Sunny
2021-01-18,Malabe,29.4,78,0.0,Sunny
2021-01-19,Nugegoda,26.5,83,21.6,Rainy
2021-01-19,Maharagama,28.4,72,13.3,Rainy
2021-01-19,Kandy,22.9,80,0.0,Sunny
2021-01-19,Kirulapane,28.9,75,0.0,Sunny
2021-01-19,Wattala,26.1,71,0.0,Sunny
2021-01-19,Colombo,28.9,75,0.0,Sunny
2021-01-19,Pelawatte,28.5,74,11.7,Rainy
2021-01-19,Malabe,28.0,66,0.0,Sunny
2021-01-20,Nugegoda,28.7,76,0.0,Sunny
2021-01-20,Maharagama,30.1,81,0.0,Sunny
2021-01-20,Kandy,26.0,70,0.0,Sunny
2021-01-20,Kirulapane,28.7,81,15.3,Rainy
2021-01-20,Wattala,31.6,82,0.0,Sunny
2021-01-20,Colombo,27.0,72,0.0,Sunny
2021-01-20,Pelawatte,29.5,80,9.7,Drizzle
2021-01-20,Malabe,27.8,72,0.1,Drizzle
2021-01-21,Nugegoda,30.1,65,4.0,Drizzle
2021-01-21,Maharagama,29.8,73,0.0,Sunny
2021-01-21,Kandy,27.8,74,0.0,Sunny
2021-01-21,Kirulapane,30.0,75,23.9,Rainy
2021-01-21,Wattala,25.9,73,4.9,Drizzle
2021-01-21,Colombo,28.5,76,0.0,Sunny
2021-01-21,Pelawatte,26.5,77,0.0,Sunny
2021-01-21,Malabe,26.8,76,3.4,Drizzle
2021-01-22,Nugegoda,28.4,78,8.8,Drizzle
2021-01-22,Maharagama,27.8,71,0.0,Sunny
2021-01-22,Kandy,24.7,70,0.0,Sunny
2021-01-22,Kirulapane,26.3,73,0.0,Sunny
2021-01-22,Wattala,31.4,74,0.0,Sunny
2021-01-22,Colombo,29.3,80,0.0,Sunny
2021-01-22,Pelawatte,28.3,72,0.0,Sunny
2021-01-22,Malabe,27.4,76,0.0,Sunny
2021-01-23,Nugegoda,28.1,62,7.7,Drizzle
2021-01-23,Maharagama,27.6,63,0.0,Sunny
2021-01-23,Kandy,26.4,75,0.0,Sunny
2021-01-23,Kirulapane,27.0,74,4.7,Drizzle
2021-01-23,Wattala,26.1,75,2.5,Drizzle
2021-01-23,Colombo,28.2,73,3.1,Drizzle
2021-01-23,Pelawatte,27.5,68,1.0,Drizzle
2021-01-23,Malabe,28.8,78,0.0,Sunny
2021-01-24,Nugegoda,28.5,81,0.0,Sunny
2021-01-24,Maharagama,32.1,79,10.9,Rainy
2021-01-24,Kandy,23.9,73,2.7,Drizzle
2021-01-24,Kirulapane,30.6,67,6.8,Drizzle
2021-01-24,Wattala,26.4,76,0.9,Drizzle
2021-01-24,Colombo,27.8,70,1.4,Drizzle
2021-01-24,Pelawatte,27.6,69,0.0,Sunny
2021-01-24,Malabe,24.7,77,32.3,Storm
2021-01-25,Nugegoda,28.1,69,0.0,Sunny
2021-01-25,Maharagama,28.9,75,0.0,Sunny
2021-01-25,Kandy,26.3,69,0.0,Sunny
2021-01-25,Kirulapane,31.6,82,0.0,Sunny
2021-01-25,Wattala,27.5,76,0.0,Sunny
2021-01-25,Colombo,28.9,60,2.2,Drizzle
2021-01-25,Pelawatte,28.9,69,0.0,Sunny
2021-01-25,Malabe,26.8,75,0.0,Sunny
2021-01-26,Nugegoda,27.5,74,3.3,Drizzle
2021-01-26,Maharagama,27.6,77,9.2,Drizzle
2021-01-26,Kandy,26.3,81,5.1,Drizzle
2021-01-26,Kirulapane,25.8,68,21.2,Rainy
2021-01-26,Wattala,29.1,70,22.3,Rainy
2021-01-26,Colombo,29.2,81,0.0,Sunny
2021-01-26,Pelawatte,29.0,71,1.8,Drizzle
2021-01-26,Malabe,28.0,72,13.5,Rainy
2021-01-27,Nugegoda,28.9,84,0.0,Sunny
2021-01-27,Maharagama,28.1,78,0.0,Sunny
2021-01-27,Kandy,22.4,68,5.0,Drizzle
2021-01-27,Kirulapane,30.1,69,5.6,Drizzle
2021-01-27,Wattala,29.0,72,3.9,Drizzle
2021-01-27,Colombo,29.8,74,0.0,Sunny
2021-01-27,Pelawatte,26.3,79,0.0,Sunny
2021-01-27,Malabe,29.3,80,0.0,Sunny
2021-01-28,Nugegoda,28.8,75,1.3,Drizzle
2021-01-28,Maharagama,26.9,69,0.0,Sunny
2021-01-28,Kandy,25.6,71,11.5,Rainy
2021-01-28,Kirulapane,28.0,78,0.0,Sunny
2021-01-28,Wattala,28.1,69,0.0,Sunny
2021-01-28,Colombo,27.9,71,0.0,Sunny
2021-01-28,Pelawatte,29.8,80,9.5,Drizzle
2021-01-28,Malabe,26.1,75,0.0,Sunny
2021-01-29,Nugegoda,25.8,81,0.0,Sunny
2021-01-29,Maharagama,28.8,87,7.6,Drizzle
2021-01-29,Kandy,25.7,77,0.0,Sunny
2021-01-29,Kirulapane,28.8,76,0.0,Sunny
2021-01-29,Wattala,31.3,80,4.4,Drizzle
2021-01-29,Colombo,28.8,74,0.0,Sunny
2021-01-29,Pelawatte,27.0,73,0.0,Sunny
2021-01-29,Malabe,32.3,76,0.0,Sunny
2021-01-30,Nugegoda,28.3,71,13.0,Rainy
2021-01-30,Maharagama,29.8,62,20.2,Rainy
2021-01-30,Kandy,23.6,67,10.7,Rainy
2021-01-30,Kirulapane,26.2,72,0.0,Sunny
2021-01-30,Wattala,28.1,72,5.5,Drizzle
2021-01-30,Colombo,29.7,73,0.0,Sunny
2021-01-30,Pelawatte,31.3,79,0.1,Drizzle
2021-01-30,Malabe,27.0,76,26.0,Rainy
2021-01-31,Nugegoda,28.1,68,0.0,Sunny
2021-01-31,Maharagama,28.5,74,7.2,Drizzle
2021-01-31,Kandy,25.5,73,0.0,Sunny
2021-01-31,Kirulapane,28.3,74,0.0,Sunny
2021-01-31,Wattala,28.5,71,0.0,Sunny
2021-01-31,Colombo,30.6,60,0.0,Sunny
2021-01-31,Pelawatte,30.4,63,1.3,Drizzle
2021-01-31,Malabe,28.9,72,0.0,Sunny
2021-02-01,Nugegoda,27.9,70,4.1,Drizzle
2021-02-01,Maharagama,29.5,73,0.0,Sunny
2021-02-01,Kandy,28.4,80,0.0,Sunny
2021-02-01,Kirulapane,28.9,70,0.0,Sunny
2021-02-01,Wattala,29.2,76,4.2,Drizzle
2021-02-01,Colombo,29.5,72,0.0,Sunny
2021-02-01,Pelawatte,31.1,76,0.0,Sunny
2021-02-01,Malabe,32.5,68,0.0,Sunny
2021-02-02,Nugegoda,30.9,72,0.0,Sunny
2021-02-02,Maharagama,27.5,82,0.0,Sunny
2021-02-02,Kandy,26.2,79,1.2,Drizzle
2021-02-02,Kirulapane,32.0,65,1.2,Drizzle
2021-02-02,Wattala,28.1,82,3.2,Drizzle
2021-02-02,Colombo,27.4,71,0.0,Sunny
2021-02-02,Pelawatte,29.2,75,8.1,Drizzle
2021-02-02,Malabe,31.5,73,0.0,Sunny
2021-02-03,Nugegoda,29.5,73,0.0,Sunny
2021-02-03,Maharagama,33.2,77,0.0,Sunny
2021-02-03,Kandy,27.3,73,16.6,Rainy
2021-02-03,Kirulapane,28.1,74,0.0,Sunny
2021-02-03,Wattala,30.3,69,0.0,Sunny
2021-02-03,Colombo,33.0,77,0.0,Sunny
2021-02-03,Pelawatte,30.4,78,0.0,Sunny
2021-02-03,Malabe,28.5,76,0.0,Sunny
2021-02-04,Nugegoda,27.2,67,0.0,Sunny
2021-02-04,Maharagama,29.5,74,0.0,Sunny
2021-02-04,Kandy,26.1,66,0.0,Sunny
2021-02-04,Kirulapane,32.0,69,0.0,Sunny
2021-02-04,Wattala,28.6,87,0.0,Cloudy
2021-02-04,Colombo,30.1,74,0.0,Sunny
2021-02-04,Pelawatte,29.1,74,0.0,Sunny
2021-02-04,Malabe,27.5,78,0.0,Sunny
2021-02-05,Nugegoda,29.9,82,4.7,Drizzle
2021-02-05,Maharagama,27.7,71,6.8,Drizzle
2021-02-05,Kandy,27.9,78,0.0,Sunny
2021-02-05,Kirulapane,27.4,79,0.0,Sunny
2021-02-05,Wattala,29.9,77,0.0,Sunny
2021-02-05,Colombo,31.6,74,0.0,Sunny
2021-02-05,Pelawatte,30.8,79,0.0,Sunny
2021-02-05,Malabe,29.3,77,0.0,Sunny
2021-02-06,Nugegoda,30.6,75,0.0,Sunny
2021-02-06,Maharagama,31.2,74,0.0,Sunny
2021-02-06,Kandy,25.4,79,0.0,Sunny
2021-02-06,Kirulapane,31.7,73,7.4,Drizzle
2021-02-06,Wattala,31.4,71,0.0,Sunny
2021-02-06,Colombo,27.9,76,0.0,Sunny
2021-02-06,Pelawatte,30.3,71,0.0,Sunny
2021-02-06,Malabe,29.6,74,1.5,Drizzle
2021-02-07,Nugegoda,32.2,74,1.5,Drizzle
2021-02-07,Maharagama,31.3,75,0.0,Sunny
2021-02-07,Kandy,27.1,79,0.0,Sunny
2021-02-07,Kirulapane,31.8,70,2.1,Drizzle
2021-02-07,Wattala,33.4,72,8.3,Drizzle
2021-02-07,Colombo,27.5,65,0.0,Sunny
2021-02-07,Pelawatte,29.4,72,0.0,Sunny
2021-02-07,Malabe,28.5,68,0.0,Sunny
2021-02-08,Nugegoda,29.9,75,0.0,Sunny
2021-02-08,Maharagama,28.4,77,0.0,Sunny
2021-02-08,Kandy,28.5,72,0.0,Sunny
2021-02-08,Kirulapane,33.5,70,0.0,Sunny
2021-02-08,Wattala,30.2,76,0.0,Sunny
2021-02-08,Colombo,27.6,74,0.0,Sunny
2021-02-08,Pelawatte,29.1,71,6.0,Drizzle
2021-02-08,Malabe,29.3,73,0.0,Sunny
2021-02-09,Nugegoda,32.1,71,0.0,Sunny
2021-02-09,Maharagama,30.5,72,0.0,Sunny
2021-02-09,Kandy,27.3,66,3.6,Drizzle
2021-02-09,Kirulapane,28.7,74,0.0,Sunny
2021-02-09,Wattala,29.1,72,0.0,Sunny
2021-02-09,Colombo,30.8,79,0.0,Sunny
2021-02-09,Pelawatte,29.7,70,0.0,Sunny
2021-02-09,Malabe,31.3,69,0.0,Sunny
2021-02-10,Nugegoda,29.2,75,0.0,Sunny
2021-02-10,Maharagama,24.8,69,3.6,Drizzle
2021-02-10,Kandy,26.3,79,4.5,Drizzle
2021-02-10,Kirulapane,27.5,76,0.0,Sunny
2021-02-10,Wattala,30.9,79,0.0,Sunny
2021-02-10,Colombo,30.6,77,0.0,Sunny
2021-02-10,Pelawatte,31.6,79,0.0,Sunny
2021-02-10,Malabe,29.0,76,8.5,Drizzle
2021-02-11,Nugegoda,29.7,74,1.6,Drizzle
2021-02-11,Maharagama,29.0,76,0.0,Sunny
2021-02-11,Kandy,27.0,80,0.0,Sunny
2021-02-11,Kirulapane,31.2,66,0.0,Sunny
2021-02-11,Wattala,28.0,77,4.0,Drizzle
2021-02-11,Colombo,32.2,75,0.0,Sunny
2021-02-11,Pelawatte,30.4,81,13.2,Rainy
2021-02-11,Malabe,31.8,66,0.0,Sunny
2021-02-12,Nugegoda,29.3,74,1.4,Drizzle
2021-02-12,Maharagama,29.5,74,3.5,Drizzle
2021-02-12,Kandy,28.8,66,0.2,Drizzle
2021-02-12,Kirulapane,30.6,71,0.0,Sunny
2021-02-12,Wattala,32.3,73,0.0,Sunny
2021-02-12,Colombo,27.4,71,0.0,Sunny
2021-02-12,Pelawatte,27.8,63,0.7,Drizzle
2021-02-12,Malabe,31.0,78,0.0,Sunny
2021-02-13,Nugegoda,30.4,71,4.3,Drizzle
2021-02-13,Maharagama,29.7,68,0.0,Sunny
2021-02-13,Kandy,29.8,68,0.0,Sunny
2021-02-13,Kirulapane,31.3,72,0.0,Sunny
2021-02-13,Wattala,28.1,81,0.0,Sunny
2021-02-13,Colombo,30.8,73,0.0,Sunny
2021-02-13,Pelawatte,30.5,76,0.0,Sunny
2021-02-13,Malabe,30.7,77,0.0,Sunny
2021-02-14,Nugegoda,30.3,77,0.0,Sunny
2021-02-14,Maharagama,28.5,73,0.0,Sunny
2021-02-14,Kandy,26.0,83,0.9,Drizzle
2021-02-14,Kirulapane,28.9,73,0.0,Sunny
2021-02-14,Wattala,31.3,70,0.0,Sunny
2021-02-14,Colombo,29.6,73,0.3,Drizzle
2021-02-14,Pelawatte,29.3,61,0.0,Sunny
2021-02-14,Malabe,31.5,68,0.0,Sunny
2021-02-15,Nugegoda,28.5,73,0.0,Sunny
2021-02-15,Maharagama,33.6,73,0.0,Sunny
2021-02-15,Kandy,26.7,74,0.0,Sunny
2021-02-15,Kirulapane,28.7,74,0.0,Sunny
2021-02-15,Wattala,28.5,72,3.4,Drizzle
2021-02-15,Colombo,31.5,77,0.0,Sunny
2021-02-15,Pelawatte,32.1,78,0.0,Sunny
2021-02-15,Malabe,32.7,75,0.0,Sunny
2021-02-16,Nugegoda,31.3,77,0.0,Sunny
2021-02-16,Maharagama,30.2,78,0.0,Sunny
2021-02-16,Kandy,30.1,70,0.0,Sunny
2021-02-16,Kirulapane,29.4,75,0.0,Sunny
2021-02-16,Wattala,29.0,71,0.0,Sunny
2021-02-16,Colombo,28.5,71,6.2,Drizzle
2021-02-16,Pelawatte,30.0,84,3.2,Drizzle
2021-02-16,Malabe,28.6,77,0.0,Sunny
2021-02-17,Nugegoda,30.1,74,0.0,Sunny
2021-02-17,Maharagama,29.2,75,0.1,Drizzle
2021-02-17,Kandy,26.6,65,0.0,Sunny
2021-02-17,Kirulapane,31.4,78,0.0,Sunny
2021-02-17,Wattala,28.2,66,0.0,Sunny
2021-02-17,Colombo,27.7,84,0.0,Sunny
2021-02-17,Pelawatte,31.6,73,0.0,Sunny
2021-02-17,Malabe,27.6,71,0.0,Sunny
2021-02-18,Nugegoda,32.2,80,0.0,Sunny
2021-02-18,Maharagama,30.6,70,9.6,Drizzle
2021-02-18,Kandy,26.2,70,0.0,Sunny
2021-02-18,Kirulapane,30.5,72,2.7,Drizzle
2021-02-18,Wattala,30.8,72,0.0,Sunny
2021-02-18,Colombo,26.6,75,0.0,Sunny
2021-02-18,Pelawatte,29.5,68,0.0,Sunny
2021-02-18,Malabe,31.2,67,1.6,Drizzle
2021-02-19,Nugegoda,29.3,75,14.0,Rainy
2021-02-19,Maharagama,27.7,72,0.0,Sunny
2021-02-19,Kandy,27.1,67,1.6,Drizzle
2021-02-19,Kirulapane,29.6,80,0.0,Sunny
2021-02-19,Wattala,32.3,78,0.0,Sunny
2021-02-19,Colombo,31.3,80,0.0,Sunny
2021-02-19,Pelawatte,30.6,76,0.0,Sunny
2021-02-19,Malabe,29.5,75,0.0,Sunny
2021-02-20,Nugegoda,29.9,73,0.0,Sunny
2021-02-20,Maharagama,29.8,68,0.0,Sunny
2021-02-20,Kandy,27.1,64,0.2,Drizzle
2021-02-20,Kirulapane,30.2,76,0.0,Sunny
2021-02-20,Wattala,31.5,59,0.0,Sunny
2021-02-20,Colombo,28.7,76,0.0,Sunny
2021-02-20,Pelawatte,31.7,68,0.0,Sunny
2021-02-20,Malabe,30.4,70,0.0,Sunny
2021-02-21,Nugegoda,29.7,75,0.0,Sunny
2021-02-21,Maharagama,30.0,84,3.8,Drizzle
2021-02-21,Kandy,27.3,79,0.1,Drizzle
2021-02-21,Kirulapane,30.3,76,0.0,Sunny
2021-02-21,Wattala,31.0,68,0.0,Sunny
2021-02-21,Colombo,28.8,75,0.0,Sunny
2021-02-21,Pelawatte,29.9,75,0.0,Sunny
2021-02-21,Malabe,30.5,81,5.4,Drizzle
2021-02-22,Nugegoda,29.6,78,1.6,Drizzle
2021-02-22,Maharagama,31.6,76,0.0,Sunny
2021-02-22,Kandy,26.6,80,0.0,Sunny
2021-02-22,Kirulapane,30.2,68,0.0,Sunny
2021-02-22,Wattala,28.4,66,0.0,Sunny
2021-02-22,Colombo,28.7,81,0.0,Sunny
2021-02-22,Pelawatte,29.0,67,0.0,Sunny
2021-02-22,Malabe,30.3,70,0.0,Sunny
2021-02-23,Nugegoda,29.0,85,0.0,Sunny
2021-02-23,Maharagama,30.1,79,0.0,Sunny
2021-02-23,Kandy,24.9,65,0.0,Sunny
2021-02-23,Kirulapane,33.5,77,0.0,Sunny
2021-02-23,Wattala,30.9,78,0.0,Sunny
2021-02-23,Colombo,29.6,75,10.5,Rainy
2021-02-23,Pelawatte,28.9,72,0.0,Sunny
2021-02-23,Malabe,28.7,69,0.0,Sunny
2021-02-24,Nugegoda,30.3,80,0.0,Sunny
2021-02-24,Maharagama,32.3,77,0.0,Sunny
2021-02-24,Kandy,25.5,72,0.8,Drizzle
2021-02-24,Kirulapane,28.5,76,0.0,Sunny
2021-02-24,Wattala,29.1,75,0.0,Sunny
2021-02-24,Colombo,32.1,73,0.0,Sunny
2021-02-24,Pelawatte,30.2,71,12.1,Rainy
2021-02-24,Malabe,31.8,75,0.0,Sunny
2021-02-25,Nugegoda,28.9,70,0.0,Sunny
2021-02-25,Maharagama,31.7,72,0.0,Sunny
2021-02-25,Kandy,25.1,70,0.0,Sunny
2021-02-25,Kirulapane,31.2,71,0.0,Sunny
2021-02-25,Wattala,29.0,75,0.0,Sunny
2021-02-25,Colombo,33.3,67,0.0,Sunny
2021-02-25,Pelawatte,31.0,76,1.0,Drizzle
2021-02-25,Malabe,31.8,82,3.2,Drizzle
2021-02-26,Nugegoda,29.2,67,0.0,Sunny
2021-02-26,Maharagama,30.5,73,0.0,Sunny
2021-02-26,Kandy,25.8,82,0.0,Sunny
2021-02-26,Kirulapane,31.5,79,0.0,Sunny
2021-02-26,Wattala,30.9,82,1.3,Drizzle
2021-02-26,Colombo,28.3,70,1.8,Drizzle
2021-02-26,Pelawatte,30.1,70,0.0,Sunny
2021-02-26,Malabe,29.1,77,0.0,Sunny
2021-02-27,Nugegoda,30.5,78,0.0,Sunny
2021-02-27,Maharagama,28.2,67,4.4,Drizzle
2021-02-27,Kandy,29.5,76,0.0,Sunny
2021-02-27,Kirulapane,30.1,70,0.0,Sunny
2021-02-27,Wattala,30.8,69,0.0,Sunny
2021-02-27,Colombo,28.6,74,0.0,Sunny
2021-02-27,Pelawatte,28.9,80,0.0,Sunny
2021-02-27,Malabe,29.2,66,0.0,Sunny
2021-02-28,Nugegoda,31.8,74,0.0,Sunny
2021-02-28,Maharagama,28.9,75,5.6,Drizzle
2021-02-28,Kandy,27.2,73,0.0,Sunny
2021-02-28,Kirulapane,28.4,69,0.0,Sunny
2021-02-28,Wattala,27.2,76,0.0,Sunny
2021-02-28,Colombo,33.2,68,0.0,Sunny
2021-02-28,Pelawatte,30.0,78,0.0,Sunny
2021-02-28,Malabe,29.4,76,10.7,Rainy
2021-03-01,Nugegoda,32.6,73,0.0,Sunny
2021-03-01,Maharagama,33.4,76,0.0,Sunny
2021-03-01,Kandy,29.2,70,0.0,Sunny
2021-03-01,Kirulapane,30.9,80,0.0,Sunny
2021-03-01,Wattala,34.1,76,0.0,Sunny
2021-03-01,Colombo,36.2,72,0.0,Sunny
2021-03-01,Pelawatte,32.5,67,0.0,Sunny
2021-03-01,Malabe,31.9,69,0.0,Sunny
2021-03-02,Nugegoda,32.6,76,13.5,Rainy
2021-03-02,Maharagama,29.8,70,2.8,Drizzle
2021-03-02,Kandy,28.1,73,0.0,Sunny
2021-03-02,Kirulapane,33.3,67,0.0,Sunny
2021-03-02,Wattala,32.2,81,0.0,Sunny
2021-03-02,Colombo,31.7,71,0.5,Drizzle
2021-03-02,Pelawatte,31.6,72,0.0,Sunny
2021-03-02,Malabe,32.5,70,0.0,Sunny
2021-03-03,Nugegoda,33.2,79,0.0,Sunny
2021-03-03,Maharagama,33.2,85,0.0,Sunny
2021-03-03,Kandy,27.4,72,0.0,Sunny
2021-03-03,Kirulapane,34.3,72,0.0,Sunny
2021-03-03,Wattala,31.6,61,0.0,Sunny
2021-03-03,Colombo,33.8,70,0.0,Sunny
2021-03-03,Pelawatte,30.3,74,0.0,Sunny
2021-03-03,Malabe,31.0,73,3.2,Drizzle
