transaction_id,customer_id,date,product,category,quantity,unit_price_lkr,total_amount_lkr,channel,store_id,loyalty_points_earned
TXN_00203,CUST_448,2025-03-26,Trousers,Apparel,2,4797.23,9594.46,In-store,STORE_8,95
TXN_00204,CUST_436,2025-04-01,Shoes,Footwear,3,3746.91,11240.73,Online,STORE_8,112
TXN_00205,CUST_357,2025-01-31,Trousers,Apparel,2,7401.6,14803.2,In-store,STORE_8,148
TXN_00206,CUST_062,2025-04-05,Handbag,Accessories,2,20581.63,41163.26,In-store,STORE_5,411
TXN_00207,CUST_424,2025-02-18,Top,Apparel,1,1746.79,1746.79,Online,STORE_7,17
TXN_00208,CUST_480,2025-01-31,Trousers,Apparel,1,7954.02,7954.02,Online,STORE_6,79
TXN_00209,CUST_057,2025-04-13,Trousers,Apparel,2,1324.0,2648.0,Online,STORE_10,26
TXN_00210,CUST_122,2025-03-26,Jewellery,Accessories,3,7493.19,22479.57,Online,STORE_2,224
TXN_00211,CUST_087,2025-02-23,Watch,Accessories,2,14568.3,29136.6,Online,STORE_10,291
TXN_00212,CUST_198,2025-01-11,Shoes,Footwear,2,4054.27,8108.54,In-store,STORE_8,81
TXN_00213,CUST_179,2025-04-24,Perfume,Beauty,3,8386.47,25159.41,Online,STORE_5,251
TXN_00214,CUST_482,2025-01-02,Sunglasses,Accessories,3,2618.67,7856.01,Online,STORE_8,78
TXN_00215,CUST_345,2025-02-28,Handbag,Accessories,1,2545.19,2545.19,In-store,STORE_2,25
TXN_00216,CUST_164,2025-02-03,Watch,Accessories,2,4016.65,8033.3,Online,STORE_4,80
TXN_00217,CUST_244,2025-01-29,Jewellery,Accessories,1,13175.18,13175.18,In-store,STORE_3,131
TXN_00218,CUST_104,2025-01-21,Watch,Accessories,1,10364.61,10364.61,In-store,STORE_9,103
TXN_00219,CUST_241,2025-04-16,Trousers,Apparel,1,5446.13,5446.13,In-store,STORE_5,54
TXN_00220,CUST_141,2025-01-24,Trousers,Apparel,1,8079.75,8079.75,In-store,STORE_9,80
TXN_00221,CUST_063,2025-02-21,Top,Apparel,1,6657.44,6657.44,In-store,STORE_10,66
TXN_00222,CUST_148,2025-03-27,Top,Apparel,3,3384.5,10153.5,Online,STORE_3,101
TXN_00223,CUST_162,2025-03-21,Dress,Apparel,2,2603.38,5206.76,Online,STORE_5,52
TXN_00224,CUST_170,2025-04-13,Shoes,Footwear,2,5062.54,10125.08,In-store,STORE_5,101
TXN_00225,CUST_114,2025-05-02,Watch,Accessories,2,1982.68,3965.36,Online,STORE_9,39
TXN_00226,CUST_071,2025-02-07,Trousers,Apparel,3,4790.86,14372.58,In-store,STORE_1,143
TXN_00227,CUST_338,2025-04-04,Jewellery,Accessories,3,17849.12,53547.36,In-store,STORE_10,535
TXN_00228,CUST_227,2025-04-13,Dress,Apparel,1,2136.06,2136.06,In-store,STORE_1,21
TXN_00229,CUST_407,2025-05-03,Trousers,Apparel,3,4775.3,14325.9,Online,STORE_9,143
TXN_00230,CUST_011,2025-02-03,Jewellery,Accessories,2,2483.5,4967.0,In-store,STORE_8,49
TXN_00231,CUST_063,2025-01-13,Perfume,Beauty,3,6208.23,18624.69,In-store,STORE_1,186
TXN_00232,CUST_225,2025-02-01,Watch,Accessories,2,10138.34,20276.68,Online,STORE_8,202
TXN_00233,CUST_332,2025-01-16,Dress,Apparel,3,3661.24,10983.72,In-store,STORE_5,109
TXN_00234,CUST_127,2025-03-26,Trousers,Apparel,3,7720.6,23161.8,Online,STORE_1,231
TXN_00235,CUST_182,2025-03-25,Handbag,Accessories,3,7703.16,23109.48,In-store,STORE_4,231
TXN_00236,CUST_152,2025-05-05,Handbag,Accessories,1,14864.84,14864.84,In-store,STORE_3,148
TXN_00237,CUST_296,2025-04-08,Trousers,Apparel,3,4259.68,12779.04,In-store,STORE_7,127
TXN_00238,CUST_238,2025-04-22,Sunglasses,Accessories,1,4191.1,4191.1,Online,STORE_9,41
TXN_00239,CUST_477,2025-02-26,Dress,Apparel,1,4382.67,4382.67,In-store,STORE_9,43
TXN_00240,CUST_311,2025-01-25,Shoes,Footwear,2,7046.44,14092.88,In-store,STORE_7,140
TXN_00241,CUST_138,2025-02-04,Top,Apparel,2,9424.21,18848.42,In-store,STORE_9,188
TXN_00242,CUST_005,2025-01-14,Handbag,Accessories,2,15758.68,31517.36,In-store,STORE_4,315
TXN_00243,CUST_270,2025-04-27,Perfume,Beauty,2,7020.7,14041.4,In-store,STORE_9,140
TXN_00244,CUST_464,2025-04-08,Perfume,Beauty,2,4704.21,9408.42,Online,STORE_8,94
TXN_00245,CUST_295,2025-02-23,Watch,Accessories,2,17988.8,35977.6,Online,STORE_8,359
TXN_00246,CUST_207,2025-02-09,Watch,Accessories,3,7739.75,23219.25,In-store,STORE_7,232
TXN_00247,CUST_068,2025-03-15,Jewellery,Accessories,3,2091.26,6273.78,Online,STORE_3,62
TXN_00248,CUST_283,2025-01-02,Watch,Accessories,3,18413.12,55239.36,In-store,STORE_7,552
TXN_00249,CUST_039,2025-03-12,Dress,Apparel,2,2994.18,5988.36,Online,STORE_3,59
TXN_00250,CUST_140,2025-02-21,Top,Apparel,2,7922.37,15844.74,Online,STORE_8,158
TXN_00251,CUST_497,2025-01-20,Dress,Apparel,2,4500.51,9001.02,Online,STORE_8,90
TXN_00252,CUST_029,2025-01-02,Coat,Apparel,2,4770.32,9540.64,In-store,STORE_3,95
TXN_00253,CUST_239,2025-01-24,Dress,Apparel,3,4654.38,13963.14,In-store,STORE_10,139
TXN_00254,CUST_058,2025-05-01,Perfume,Beauty,1,3888.38,3888.38,Online,STORE_10,38
TXN_00255,CUST_367,2025-04-18,Watch,Accessories,2,9433.77,18867.54,Online,STORE_8,188
TXN_00256,CUST_412,2025-02-28,Coat,Apparel,1,1671.68,1671.68,Online,STORE_1,16
TXN_00257,CUST_208,2025-01-18,Trousers,Apparel,1,8952.22,8952.22,Online,STORE_5,89
TXN_00258,CUST_161,2025-03-28,Dress,Apparel,2,3872.83,7745.66,In-store,STORE_2,77
TXN_00259,CUST_076,2025-03-04,Shoes,Footwear,1,2237.65,2237.65,Online,STORE_7,22
TXN_00260,CUST_394,2025-04-16,Coat,Apparel,2,3012.67,6025.34,Online,STORE_2,60
